accession,display_name,tax_id,parent_tax_id,sci_name,strain,title,submission_date,seq_length,assembly_level
GCF_003698785.1,ASM369878v1,287,136841,Pseudomonas aeruginosa,4012(0),Pseudomonas aeruginosa,2018-10-30,6192913,Contig
GCF_003698765.1,ASM369876v1,287,136841,Pseudomonas aeruginosa,F462,Pseudomonas aeruginosa,2018-10-30,6415441,Contig
GCF_003698745.1,ASM369874v1,287,136841,Pseudomonas aeruginosa,E42A(B),Pseudomonas aeruginosa,2018-10-30,7002034,Contig
GCF_003698715.1,ASM369871v1,287,136841,Pseudomonas aeruginosa,3C1A,Pseudomonas aeruginosa,2018-10-30,6368566,Contig
GCF_003698705.1,ASM369870v1,287,136841,Pseudomonas aeruginosa,3C52(K),Pseudomonas aeruginosa,2018-10-30,6501185,Contig
GCF_003698685.1,ASM369868v1,287,136841,Pseudomonas aeruginosa,F69A,Pseudomonas aeruginosa,2018-10-30,6326795,Contig
GCF_003698655.1,ASM369865v1,287,136841,Pseudomonas aeruginosa,F69A,Pseudomonas aeruginosa,2018-10-30,6326763,Contig
GCF_003698635.1,ASM369863v1,287,136841,Pseudomonas aeruginosa,6D92(H),Pseudomonas aeruginosa,2018-10-30,7028181,Contig
GCF_003698625.1,ASM369862v1,287,136841,Pseudomonas aeruginosa,6D92(H),Pseudomonas aeruginosa,2018-10-30,7025945,Contig
GCF_003698605.1,ASM369860v1,287,136841,Pseudomonas aeruginosa,F429,Pseudomonas aeruginosa,2018-10-30,6843839,Contig
GCF_003698585.1,ASM369858v1,287,136841,Pseudomonas aeruginosa,1BAE,Pseudomonas aeruginosa,2018-10-30,6744864,Contig
GCF_003698565.1,ASM369856v1,287,136841,Pseudomonas aeruginosa,239A,Pseudomonas aeruginosa,2018-10-30,6981334,Contig
GCF_003698545.1,ASM369854v1,287,136841,Pseudomonas aeruginosa,EA0A,Pseudomonas aeruginosa,2018-10-30,6682037,Contig
GCF_003698505.1,ASM369850v1,287,136841,Pseudomonas aeruginosa,EC2A,Pseudomonas aeruginosa,2018-10-30,6512494,Contig
GCF_003698495.1,ASM369849v1,287,136841,Pseudomonas aeruginosa,E429,Pseudomonas aeruginosa,2018-10-30,7108153,Contig
GCF_003698485.1,ASM369848v1,287,136841,Pseudomonas aeruginosa,6D92(H),Pseudomonas aeruginosa,2018-10-30,6282816,Contig
GCF_003698455.1,ASM369845v1,287,136841,Pseudomonas aeruginosa,6D92(H),Pseudomonas aeruginosa,2018-10-30,6471685,Contig
GCF_003698435.1,ASM369843v1,287,136841,Pseudomonas aeruginosa,E82A,Pseudomonas aeruginosa,2018-10-30,6343337,Contig
GCF_003698425.1,ASM369842v1,287,136841,Pseudomonas aeruginosa,0C4A,Pseudomonas aeruginosa,2018-10-30,6405155,Contig
GCF_003698395.1,ASM369839v1,287,136841,Pseudomonas aeruginosa,2A42,Pseudomonas aeruginosa,2018-10-30,6365139,Contig
GCF_003698385.1,ASM369838v1,287,136841,Pseudomonas aeruginosa,55AA,Pseudomonas aeruginosa,2018-10-30,6379104,Contig
GCF_003698365.1,ASM369836v1,287,136841,Pseudomonas aeruginosa,6822,Pseudomonas aeruginosa,2018-10-30,6191743,Contig
GCF_003698325.1,ASM369832v1,287,136841,Pseudomonas aeruginosa,6D92(H),Pseudomonas aeruginosa,2018-10-30,7031223,Contig
GCF_003698035.1,ASM369803v1,287,136841,Pseudomonas aeruginosa,3C52,Pseudomonas aeruginosa,2018-10-30,6852331,Contig
GCF_003698025.1,ASM369802v1,287,136841,Pseudomonas aeruginosa,2C22,Pseudomonas aeruginosa,2018-10-30,6486503,Contig
GCF_003670055.1,ASM367005v1,287,136841,Pseudomonas aeruginosa,Pa1175,Pseudomonas aeruginosa,2018-10-22,6838612,Scaffold
GCF_003670025.1,ASM367002v1,287,136841,Pseudomonas aeruginosa,Pa1014,Pseudomonas aeruginosa,2018-10-22,6832053,Scaffold
GCF_003670015.1,ASM367001v1,287,136841,Pseudomonas aeruginosa,Pa1780,Pseudomonas aeruginosa,2018-10-22,6852001,Scaffold
GCF_003669995.1,ASM366999v1,287,136841,Pseudomonas aeruginosa,Pa2568,Pseudomonas aeruginosa,2018-10-22,6761342,Scaffold
GCF_003669975.1,ASM366997v1,287,136841,Pseudomonas aeruginosa,Pa1060,Pseudomonas aeruginosa,2018-10-22,6851988,Scaffold
GCF_003669955.1,ASM366995v1,287,136841,Pseudomonas aeruginosa,Pa2562,Pseudomonas aeruginosa,2018-10-22,6763469,Contig
GCF_003669925.1,ASM366992v1,287,136841,Pseudomonas aeruginosa,Pa1354,Pseudomonas aeruginosa,2018-10-22,6702439,Scaffold
GCF_003669905.1,ASM366990v1,287,136841,Pseudomonas aeruginosa,Pa1810,Pseudomonas aeruginosa,2018-10-22,6852744,Scaffold
GCF_003669885.1,ASM366988v1,287,136841,Pseudomonas aeruginosa,Pa359,Pseudomonas aeruginosa,2018-10-22,7428023,Scaffold
GCF_003669875.1,ASM366987v1,287,136841,Pseudomonas aeruginosa,Pa1123,Pseudomonas aeruginosa,2018-10-22,6831240,Scaffold
GCF_003669855.1,ASM366985v1,287,136841,Pseudomonas aeruginosa,Pa347,Pseudomonas aeruginosa,2018-10-22,6768057,Scaffold
GCF_003669825.1,ASM366982v1,287,136841,Pseudomonas aeruginosa,Pa885,Pseudomonas aeruginosa,2018-10-22,7232482,Scaffold
GCF_003669815.1,ASM366981v1,287,136841,Pseudomonas aeruginosa,Pa1078,Pseudomonas aeruginosa,2018-10-22,7212920,Scaffold
GCF_003665495.1,ASM366549v1,287,136841,Pseudomonas aeruginosa,6762,Pseudomonas aeruginosa,2018-10-17,6714842,Chromosome
GCF_003641125.1,ASM364112v1,287,136841,Pseudomonas aeruginosa,268,Pseudomonas aeruginosa,2018-10-15,7030474,Complete Genome
GCF_003633515.1,ASM363351v1,287,136841,Pseudomonas aeruginosa,VET-58,Pseudomonas aeruginosa,2018-10-11,6497619,Contig
GCF_003633495.1,ASM363349v1,287,136841,Pseudomonas aeruginosa,ENV-567,Pseudomonas aeruginosa,2018-10-11,6366693,Contig
GCF_003633465.1,ASM363346v1,287,136841,Pseudomonas aeruginosa,VET-124,Pseudomonas aeruginosa,2018-10-11,6482344,Contig
GCF_003633445.1,ASM363344v1,287,136841,Pseudomonas aeruginosa,ENV-454,Pseudomonas aeruginosa,2018-10-11,6653888,Contig
GCF_003633435.1,ASM363343v1,287,136841,Pseudomonas aeruginosa,ENV-480,Pseudomonas aeruginosa,2018-10-11,6643690,Contig
GCF_003633405.1,ASM363340v1,287,136841,Pseudomonas aeruginosa,ENV-568,Pseudomonas aeruginosa,2018-10-11,6691359,Contig
GCF_003633395.1,ASM363339v1,287,136841,Pseudomonas aeruginosa,ENV-569,Pseudomonas aeruginosa,2018-10-11,6690929,Contig
GCF_003633365.1,ASM363336v1,287,136841,Pseudomonas aeruginosa,HUM-296,Pseudomonas aeruginosa,2018-10-11,6412824,Contig
GCF_003633345.1,ASM363334v1,287,136841,Pseudomonas aeruginosa,HUM-387,Pseudomonas aeruginosa,2018-10-11,6359414,Contig
GCF_003633335.1,ASM363333v1,287,136841,Pseudomonas aeruginosa,ENV-245,Pseudomonas aeruginosa,2018-10-11,6762312,Contig
GCF_003633295.1,ASM363329v1,287,136841,Pseudomonas aeruginosa,VET-27,Pseudomonas aeruginosa,2018-10-11,6704983,Contig
GCF_003633285.1,ASM363328v1,287,136841,Pseudomonas aeruginosa,HUM-227,Pseudomonas aeruginosa,2018-10-11,6758508,Contig
GCF_003633255.1,ASM363325v1,287,136841,Pseudomonas aeruginosa,HUM-534,Pseudomonas aeruginosa,2018-10-11,6427297,Contig
GCF_003633245.1,ASM363324v1,287,136841,Pseudomonas aeruginosa,HUM-301,Pseudomonas aeruginosa,2018-10-11,6957734,Contig
GCF_003633235.1,ASM363323v1,287,136841,Pseudomonas aeruginosa,ENV-208,Pseudomonas aeruginosa,2018-10-11,7506148,Contig
GCF_003633195.1,ASM363319v1,287,136841,Pseudomonas aeruginosa,HUM-282,Pseudomonas aeruginosa,2018-10-11,6390549,Contig
GCF_003633185.1,ASM363318v1,287,136841,Pseudomonas aeruginosa,HUM-342,Pseudomonas aeruginosa,2018-10-11,6649768,Contig
GCF_003633175.1,ASM363317v1,287,136841,Pseudomonas aeruginosa,HUM-256,Pseudomonas aeruginosa,2018-10-11,6671123,Contig
GCF_003633135.1,ASM363313v1,287,136841,Pseudomonas aeruginosa,HUM-236,Pseudomonas aeruginosa,2018-10-11,6991577,Contig
GCF_003633125.1,ASM363312v1,287,136841,Pseudomonas aeruginosa,VET-24,Pseudomonas aeruginosa,2018-10-11,6579663,Contig
GCF_003633115.1,ASM363311v1,287,136841,Pseudomonas aeruginosa,HUM-258,Pseudomonas aeruginosa,2018-10-11,7118270,Contig
GCF_003633075.1,ASM363307v1,287,136841,Pseudomonas aeruginosa,HUM-321-D1,Pseudomonas aeruginosa,2018-10-11,6407986,Contig
GCF_003633065.1,ASM363306v1,287,136841,Pseudomonas aeruginosa,HUM-331,Pseudomonas aeruginosa,2018-10-11,6501446,Contig
GCF_003633055.1,ASM363305v1,287,136841,Pseudomonas aeruginosa,VET-61,Pseudomonas aeruginosa,2018-10-11,6465177,Contig
GCF_003633025.1,ASM363302v1,287,136841,Pseudomonas aeruginosa,VET-64,Pseudomonas aeruginosa,2018-10-11,6468191,Contig
GCF_003633015.1,ASM363301v1,287,136841,Pseudomonas aeruginosa,VET-56,Pseudomonas aeruginosa,2018-10-11,6625580,Contig
GCF_003632975.1,ASM363297v1,287,136841,Pseudomonas aeruginosa,HUM-336,Pseudomonas aeruginosa,2018-10-11,6365524,Contig
GCF_003632965.1,ASM363296v1,287,136841,Pseudomonas aeruginosa,VET-31,Pseudomonas aeruginosa,2018-10-11,6842464,Contig
GCF_003632955.1,ASM363295v1,287,136841,Pseudomonas aeruginosa,HUM-389,Pseudomonas aeruginosa,2018-10-11,6578116,Contig
GCF_003632915.1,ASM363291v1,287,136841,Pseudomonas aeruginosa,HUM-311-D1,Pseudomonas aeruginosa,2018-10-11,6575776,Contig
GCF_003632905.1,ASM363290v1,287,136841,Pseudomonas aeruginosa,HUM-244,Pseudomonas aeruginosa,2018-10-11,6626257,Contig
GCF_003632895.1,ASM363289v1,287,136841,Pseudomonas aeruginosa,HUM-10,Pseudomonas aeruginosa,2018-10-11,6591072,Contig
GCF_003632865.1,ASM363286v1,287,136841,Pseudomonas aeruginosa,HUM-274,Pseudomonas aeruginosa,2018-10-11,6574444,Contig
GCF_003632845.1,ASM363284v1,287,136841,Pseudomonas aeruginosa,HUM-275-D1,Pseudomonas aeruginosa,2018-10-11,6695729,Contig
GCF_003632825.1,ASM363282v1,287,136841,Pseudomonas aeruginosa,HUM-269,Pseudomonas aeruginosa,2018-10-11,6499543,Contig
GCF_003632815.1,ASM363281v1,287,136841,Pseudomonas aeruginosa,HUM-319-D2,Pseudomonas aeruginosa,2018-10-11,6622496,Contig
GCF_003632765.1,ASM363276v1,287,136841,Pseudomonas aeruginosa,VET-60,Pseudomonas aeruginosa,2018-10-11,6534890,Contig
GCF_003632755.1,ASM363275v1,287,136841,Pseudomonas aeruginosa,VET-73,Pseudomonas aeruginosa,2018-10-11,6346251,Contig
GCF_003632725.1,ASM363272v1,287,136841,Pseudomonas aeruginosa,ENV-566,Pseudomonas aeruginosa,2018-10-11,6364503,Contig
GCF_003632705.1,ASM363270v1,287,136841,Pseudomonas aeruginosa,ENV-551,Pseudomonas aeruginosa,2018-10-11,6363832,Contig
GCF_003632685.1,ASM363268v1,287,136841,Pseudomonas aeruginosa,ENV-550,Pseudomonas aeruginosa,2018-10-11,6432128,Contig
GCF_003632635.1,ASM363263v1,287,136841,Pseudomonas aeruginosa,HUM-242,Pseudomonas aeruginosa,2018-10-11,6378434,Contig
GCF_003632625.1,ASM363262v1,287,136841,Pseudomonas aeruginosa,VET-68,Pseudomonas aeruginosa,2018-10-11,6579325,Contig
GCF_003632615.1,ASM363261v1,287,136841,Pseudomonas aeruginosa,VET-69,Pseudomonas aeruginosa,2018-10-11,6570817,Contig
GCF_003632585.1,ASM363258v1,287,136841,Pseudomonas aeruginosa,HUM-250,Pseudomonas aeruginosa,2018-10-11,6598834,Contig
GCF_003632575.1,ASM363257v1,287,136841,Pseudomonas aeruginosa,ENV-570,Pseudomonas aeruginosa,2018-10-11,6696536,Contig
GCF_003632555.1,ASM363255v1,287,136841,Pseudomonas aeruginosa,VET-123,Pseudomonas aeruginosa,2018-10-11,6409828,Contig
GCF_003632525.1,ASM363252v1,287,136841,Pseudomonas aeruginosa,HUM-229,Pseudomonas aeruginosa,2018-10-11,6534144,Contig
GCF_003632505.1,ASM363250v1,287,136841,Pseudomonas aeruginosa,HUM-373,Pseudomonas aeruginosa,2018-10-11,6648622,Contig
GCF_003632495.1,ASM363249v1,287,136841,Pseudomonas aeruginosa,HUM-350,Pseudomonas aeruginosa,2018-10-11,6732821,Contig
GCF_003632465.1,ASM363246v1,287,136841,Pseudomonas aeruginosa,HUM-247,Pseudomonas aeruginosa,2018-10-11,6907778,Contig
GCF_003632455.1,ASM363245v1,287,136841,Pseudomonas aeruginosa,ENV-94,Pseudomonas aeruginosa,2018-10-11,6734367,Contig
GCF_003632415.1,ASM363241v1,287,136841,Pseudomonas aeruginosa,HUM-246,Pseudomonas aeruginosa,2018-10-11,6864066,Contig
GCF_003632405.1,ASM363240v1,287,136841,Pseudomonas aeruginosa,HUM-260,Pseudomonas aeruginosa,2018-10-11,6847613,Contig
GCF_003632395.1,ASM363239v1,287,136841,Pseudomonas aeruginosa,HUM-372,Pseudomonas aeruginosa,2018-10-11,6829027,Contig
GCF_003632355.1,ASM363235v1,287,136841,Pseudomonas aeruginosa,ENV-227,Pseudomonas aeruginosa,2018-10-11,7089245,Contig
GCF_003632345.1,ASM363234v1,287,136841,Pseudomonas aeruginosa,ENV-209,Pseudomonas aeruginosa,2018-10-11,6787845,Contig
GCF_003632335.1,ASM363233v1,287,136841,Pseudomonas aeruginosa,HUM-322-D2,Pseudomonas aeruginosa,2018-10-11,6751622,Contig
GCF_003632315.1,ASM363231v1,287,136841,Pseudomonas aeruginosa,HUM-322-D1,Pseudomonas aeruginosa,2018-10-11,6749722,Contig
GCF_003632295.1,ASM363229v1,287,136841,Pseudomonas aeruginosa,ENV-247,Pseudomonas aeruginosa,2018-10-11,6037268,Contig
GCF_003632265.1,ASM363226v1,287,136841,Pseudomonas aeruginosa,ENV-246,Pseudomonas aeruginosa,2018-10-11,6091066,Contig
GCF_003632235.1,ASM363223v1,287,136841,Pseudomonas aeruginosa,ENV-205,Pseudomonas aeruginosa,2018-10-11,6086858,Contig
GCF_003632225.1,ASM363222v1,287,136841,Pseudomonas aeruginosa,HUM-270,Pseudomonas aeruginosa,2018-10-11,6341042,Contig
GCF_003632215.1,ASM363221v1,287,136841,Pseudomonas aeruginosa,HUM-343,Pseudomonas aeruginosa,2018-10-11,6535657,Contig
GCF_003632185.1,ASM363218v1,287,136841,Pseudomonas aeruginosa,HUM-283,Pseudomonas aeruginosa,2018-10-11,6667621,Contig
GCF_003632165.1,ASM363216v1,287,136841,Pseudomonas aeruginosa,HUM-254,Pseudomonas aeruginosa,2018-10-11,6662298,Contig
GCF_003632155.1,ASM363215v1,287,136841,Pseudomonas aeruginosa,HUM-231,Pseudomonas aeruginosa,2018-10-11,6666129,Contig
GCF_003632125.1,ASM363212v1,287,136841,Pseudomonas aeruginosa,HUM-237,Pseudomonas aeruginosa,2018-10-11,6988886,Contig
GCF_003632115.1,ASM363211v1,287,136841,Pseudomonas aeruginosa,HUM-321-D2,Pseudomonas aeruginosa,2018-10-11,6416374,Contig
GCF_003632075.1,ASM363207v1,287,136841,Pseudomonas aeruginosa,HUM-396,Pseudomonas aeruginosa,2018-10-11,6218422,Contig
GCF_003632055.1,ASM363205v1,287,136841,Pseudomonas aeruginosa,HUM-375,Pseudomonas aeruginosa,2018-10-11,6922561,Contig
GCF_003632045.1,ASM363204v1,287,136841,Pseudomonas aeruginosa,HUM-294,Pseudomonas aeruginosa,2018-10-11,6514518,Contig
GCF_003632025.1,ASM363202v1,287,136841,Pseudomonas aeruginosa,HUM-13,Pseudomonas aeruginosa,2018-10-11,6592394,Contig
GCF_003632005.1,ASM363200v1,287,136841,Pseudomonas aeruginosa,HUM-12-D1,Pseudomonas aeruginosa,2018-10-11,6683992,Contig
GCF_003631985.1,ASM363198v1,287,136841,Pseudomonas aeruginosa,HUM-323-D1,Pseudomonas aeruginosa,2018-10-11,6641788,Contig
GCF_003631965.1,ASM363196v1,287,136841,Pseudomonas aeruginosa,HUM-312-D1,Pseudomonas aeruginosa,2018-10-11,6637539,Contig
GCF_003631955.1,ASM363195v1,287,136841,Pseudomonas aeruginosa,HUM-243,Pseudomonas aeruginosa,2018-10-11,6570465,Contig
GCF_003631925.1,ASM363192v1,287,136841,Pseudomonas aeruginosa,HUM-280,Pseudomonas aeruginosa,2018-10-11,6626742,Contig
GCF_003631905.1,ASM363190v1,287,136841,Pseudomonas aeruginosa,HUM-262,Pseudomonas aeruginosa,2018-10-11,6572374,Contig
GCF_003631895.1,ASM363189v1,287,136841,Pseudomonas aeruginosa,HUM-277,Pseudomonas aeruginosa,2018-10-11,6575480,Contig
GCF_003631865.1,ASM363186v1,287,136841,Pseudomonas aeruginosa,HUM-281,Pseudomonas aeruginosa,2018-10-11,6624394,Contig
GCF_003631845.1,ASM363184v1,287,136841,Pseudomonas aeruginosa,HUM-259,Pseudomonas aeruginosa,2018-10-11,6573210,Contig
GCF_003631825.1,ASM363182v1,287,136841,Pseudomonas aeruginosa,HUM-264,Pseudomonas aeruginosa,2018-10-11,6576641,Contig
GCF_003631815.1,ASM363181v1,287,136841,Pseudomonas aeruginosa,HUM-311-D2,Pseudomonas aeruginosa,2018-10-11,6567905,Contig
GCF_003631785.1,ASM363178v1,287,136841,Pseudomonas aeruginosa,HUM-12-D2,Pseudomonas aeruginosa,2018-10-11,6621859,Contig
GCF_003631775.1,ASM363177v1,287,136841,Pseudomonas aeruginosa,HUM-338,Pseudomonas aeruginosa,2018-10-11,6573088,Contig
GCF_003631755.1,ASM363175v1,287,136841,Pseudomonas aeruginosa,HUM-279,Pseudomonas aeruginosa,2018-10-11,6579480,Contig
GCF_003631735.1,ASM363173v1,287,136841,Pseudomonas aeruginosa,HUM-320-D1,Pseudomonas aeruginosa,2018-10-11,6605630,Contig
GCF_003631695.1,ASM363169v1,287,136841,Pseudomonas aeruginosa,HUM-323-D2,Pseudomonas aeruginosa,2018-10-11,6567303,Contig
GCF_003631685.1,ASM363168v1,287,136841,Pseudomonas aeruginosa,HUM-275-D2,Pseudomonas aeruginosa,2018-10-11,6613369,Contig
GCF_003631675.1,ASM363167v1,287,136841,Pseudomonas aeruginosa,VET-28,Pseudomonas aeruginosa,2018-10-11,6598350,Contig
GCF_003631635.1,ASM363163v1,287,136841,Pseudomonas aeruginosa,HUM-238,Pseudomonas aeruginosa,2018-10-11,6575014,Contig
GCF_003631625.1,ASM363162v1,287,136841,Pseudomonas aeruginosa,HUM-335,Pseudomonas aeruginosa,2018-10-11,6901786,Contig
GCF_003631615.1,ASM363161v1,287,136841,Pseudomonas aeruginosa,HUM-240,Pseudomonas aeruginosa,2018-10-11,6615346,Contig
GCF_003631595.1,ASM363159v1,287,136841,Pseudomonas aeruginosa,HUM-319-D1,Pseudomonas aeruginosa,2018-10-11,6630365,Contig
GCF_003631575.1,ASM363157v1,287,136841,Pseudomonas aeruginosa,HUM-273,Pseudomonas aeruginosa,2018-10-11,6575453,Contig
GCF_003631555.1,ASM363155v1,287,136841,Pseudomonas aeruginosa,HUM-263,Pseudomonas aeruginosa,2018-10-11,6627338,Contig
GCF_003631515.1,ASM363151v1,287,136841,Pseudomonas aeruginosa,VET-47,Pseudomonas aeruginosa,2018-10-11,6407775,Contig
GCF_003631505.1,ASM363150v1,287,136841,Pseudomonas aeruginosa,VET-122,Pseudomonas aeruginosa,2018-10-11,6497046,Contig
GCF_003631495.1,ASM363149v1,287,136841,Pseudomonas aeruginosa,VET-70,Pseudomonas aeruginosa,2018-10-11,6476446,Contig
GCF_003631455.1,ASM363145v1,287,136841,Pseudomonas aeruginosa,HUM-334,Pseudomonas aeruginosa,2018-10-11,6644284,Contig
GCF_003631445.1,ASM363144v1,287,136841,Pseudomonas aeruginosa,HUM-253,Pseudomonas aeruginosa,2018-10-11,6714069,Contig
GCF_003631435.1,ASM363143v1,287,136841,Pseudomonas aeruginosa,HUM-257,Pseudomonas aeruginosa,2018-10-11,6426230,Contig
GCF_003631405.1,ASM363140v1,287,136841,Pseudomonas aeruginosa,VET-49,Pseudomonas aeruginosa,2018-10-11,6475678,Contig
GCF_003631375.1,ASM363137v1,287,136841,Pseudomonas aeruginosa,VET-77,Pseudomonas aeruginosa,2018-10-11,6467478,Contig
GCF_003631365.1,ASM363136v1,287,136841,Pseudomonas aeruginosa,VET-39-D2,Pseudomonas aeruginosa,2018-10-11,6436081,Contig
GCF_003631355.1,ASM363135v1,287,136841,Pseudomonas aeruginosa,VET-44,Pseudomonas aeruginosa,2018-10-11,6516698,Contig
GCF_003631315.1,ASM363131v1,287,136841,Pseudomonas aeruginosa,HUM-341,Pseudomonas aeruginosa,2018-10-11,6855055,Contig
GCF_003631305.1,ASM363130v1,287,136841,Pseudomonas aeruginosa,HUM-255,Pseudomonas aeruginosa,2018-10-11,6952044,Contig
GCF_003631295.1,ASM363129v1,287,136841,Pseudomonas aeruginosa,HUM-7,Pseudomonas aeruginosa,2018-10-11,6419657,Contig
GCF_003631265.1,ASM363126v1,287,136841,Pseudomonas aeruginosa,HUM-241,Pseudomonas aeruginosa,2018-10-11,6461456,Contig
GCF_003631245.1,ASM363124v1,287,136841,Pseudomonas aeruginosa,HUM-278,Pseudomonas aeruginosa,2018-10-11,6506724,Contig
GCF_003631235.1,ASM363123v1,287,136841,Pseudomonas aeruginosa,HUM-398,Pseudomonas aeruginosa,2018-10-11,7532884,Contig
GCF_003631205.1,ASM363120v1,287,136841,Pseudomonas aeruginosa,ENV-682,Pseudomonas aeruginosa,2018-10-11,6650648,Contig
GCF_003631195.1,ASM363119v1,287,136841,Pseudomonas aeruginosa,ENV-683,Pseudomonas aeruginosa,2018-10-11,7013155,Contig
GCF_003631155.1,ASM363115v1,287,136841,Pseudomonas aeruginosa,VET-63,Pseudomonas aeruginosa,2018-10-11,6573263,Contig
GCF_003631145.1,ASM363114v1,287,136841,Pseudomonas aeruginosa,ENV-681,Pseudomonas aeruginosa,2018-10-11,7302873,Contig
GCF_003631115.1,ASM363111v1,287,136841,Pseudomonas aeruginosa,HUM-290,Pseudomonas aeruginosa,2018-10-11,6690162,Contig
GCF_003631105.1,ASM363110v1,287,136841,Pseudomonas aeruginosa,HUM-233,Pseudomonas aeruginosa,2018-10-11,6640370,Contig
GCF_003631095.1,ASM363109v1,287,136841,Pseudomonas aeruginosa,HUM-351,Pseudomonas aeruginosa,2018-10-11,6621038,Contig
GCF_003631075.1,ASM363107v1,287,136841,Pseudomonas aeruginosa,HUM-284,Pseudomonas aeruginosa,2018-10-11,6634629,Contig
GCF_003631035.1,ASM363103v1,287,136841,Pseudomonas aeruginosa,HUM-349,Pseudomonas aeruginosa,2018-10-11,6633181,Contig
GCF_003631025.1,ASM363102v1,287,136841,Pseudomonas aeruginosa,HUM-385,Pseudomonas aeruginosa,2018-10-11,6710803,Contig
GCF_003630995.1,ASM363099v1,287,136841,Pseudomonas aeruginosa,HUM-297,Pseudomonas aeruginosa,2018-10-11,6756223,Contig
GCF_003630985.1,ASM363098v1,287,136841,Pseudomonas aeruginosa,HUM-307,Pseudomonas aeruginosa,2018-10-11,6808365,Contig
GCF_003630975.1,ASM363097v1,287,136841,Pseudomonas aeruginosa,HUM-310,Pseudomonas aeruginosa,2018-10-11,6843946,Contig
GCF_003630935.1,ASM363093v1,287,136841,Pseudomonas aeruginosa,HUM-309,Pseudomonas aeruginosa,2018-10-11,6695528,Contig
GCF_003630925.1,ASM363092v1,287,136841,Pseudomonas aeruginosa,HUM-317-D2,Pseudomonas aeruginosa,2018-10-11,6659458,Contig
GCF_003630915.1,ASM363091v1,287,136841,Pseudomonas aeruginosa,HUM-397,Pseudomonas aeruginosa,2018-10-11,6752424,Contig
GCF_003630895.1,ASM363089v1,287,136841,Pseudomonas aeruginosa,HUM-287,Pseudomonas aeruginosa,2018-10-11,6904523,Contig
GCF_003630865.1,ASM363086v1,287,136841,Pseudomonas aeruginosa,HUM-266,Pseudomonas aeruginosa,2018-10-11,6873348,Contig
GCF_003630855.1,ASM363085v1,287,136841,Pseudomonas aeruginosa,HUM-317-D1,Pseudomonas aeruginosa,2018-10-11,6660335,Contig
GCF_003630815.1,ASM363081v1,287,136841,Pseudomonas aeruginosa,HUM-248,Pseudomonas aeruginosa,2018-10-11,6649890,Contig
GCF_003630805.1,ASM363080v1,287,136841,Pseudomonas aeruginosa,HUM-239,Pseudomonas aeruginosa,2018-10-11,6736725,Contig
GCF_003630785.1,ASM363078v1,287,136841,Pseudomonas aeruginosa,HUM-352,Pseudomonas aeruginosa,2018-10-11,6822411,Contig
GCF_003630775.1,ASM363077v1,287,136841,Pseudomonas aeruginosa,HUM-292,Pseudomonas aeruginosa,2018-10-11,6758380,Contig
GCF_003630735.1,ASM363073v1,287,136841,Pseudomonas aeruginosa,HUM-228,Pseudomonas aeruginosa,2018-10-11,6740756,Contig
GCF_003630725.1,ASM363072v1,287,136841,Pseudomonas aeruginosa,HUM-249,Pseudomonas aeruginosa,2018-10-11,6832444,Contig
GCF_003630705.1,ASM363070v1,287,136841,Pseudomonas aeruginosa,VET-52,Pseudomonas aeruginosa,2018-10-11,6691530,Contig
GCF_003630695.1,ASM363069v1,287,136841,Pseudomonas aeruginosa,HUM-252,Pseudomonas aeruginosa,2018-10-11,6864490,Contig
GCF_003630665.1,ASM363066v1,287,136841,Pseudomonas aeruginosa,ENV-203,Pseudomonas aeruginosa,2018-10-11,6854044,Contig
GCF_003630645.1,ASM363064v1,287,136841,Pseudomonas aeruginosa,HUM-8 repl1,Pseudomonas aeruginosa,2018-10-11,6382280,Contig
GCF_003630635.1,ASM363063v1,287,136841,Pseudomonas aeruginosa,VET-21,Pseudomonas aeruginosa,2018-10-11,6895155,Contig
GCF_003630615.1,ASM363061v1,287,136841,Pseudomonas aeruginosa,HUM-9 repl1,Pseudomonas aeruginosa,2018-10-11,6379948,Contig
GCF_003630585.1,ASM363058v1,287,136841,Pseudomonas aeruginosa,HUM-11,Pseudomonas aeruginosa,2018-10-11,6259552,Contig
GCF_003630575.1,ASM363057v1,287,136841,Pseudomonas aeruginosa,HUM-8 repl2,Pseudomonas aeruginosa,2018-10-11,6377512,Contig
